id	chat_id	action_id	action_order	action_period	description	privacy	order	status
202	4	52	202	42489		1	1	1
203	4	53	203	51672		1	1	1
204	4	54	204	53402		1	1	1
205	4	55	205	44113		1	1	1
206	4	57	206	45370		1	1	1
207	4	58	207	31731		1	1	1
208	4	59	208	37240		1	1	1
209	4	60	209	46240		1	1	1
210	4	61	210	37745		1	1	1
211	4	62	211	38881		1	1	1
212	4	63	212	33576		1	1	1
213	4	64	213	54594		1	1	1
214	4	65	214	48276		1	1	1
215	4	66	215	32476		1	1	1
216	4	67	216	47374		1	1	1
217	4	68	217	31586		1	1	1
218	4	69	218	53430		1	1	1
219	4	70	219	36103		1	1	1
220	4	71	220	39205		1	1	1
221	4	72	221	37585		1	1	1
222	4	73	222	50065		1	1	1
